"Reviewer_name","Review_title","Rating","Date_of_experience","Review_description"
"Ms Howard","Aron Smith","excellent","Nineteen April Two-thousand-twenty-four","Aron was helpful and thorough"
"Manchin Lam","Crystal Travel provided the real-time…","good","Nineteen April Two-thousand-twenty-four","Crystal Travel provided the real-time cheapest air ticket any time, I am appreciating Marco helping me to complete the confirmation and issue E-ticket quickly.  Also, Marco contacted me by mobile to double confirm my trip information.  I am greatly impressible from the excellent help."
"sofocles confucius","Great customer service always happy to…","excellent","Nineteen April Two-thousand-twenty-four","Great customer service always happy to assist Olivia Clark helped solved any issues I had"
"Elizabeth","Rebecca resolved my query and followed…","good","Sixteen April Two-thousand-twenty-four","Rebecca resolved my query and followed up to see if I was happy"
"Nitin Popat","Olivia","excellent","Nineteen April Two-thousand-twenty-four","Olivia Clark assisted me with accessing my reservation. She was knowledgeable, polite and patient. Absolutely brilliant!!"
"Eric Gharakhanian","Don't get fooled by their cheapest price!","bad","Eighteen April Two-thousand-twenty-four","Don't get fooled by their cheapest price.This is a con, when you book your fight on their website, it gets rejected.You are asked to call them to complete your booking and that's when they try to tell you, you have to pay more as the airline rejected your booking.They then try to make it up that they are finding the best deal possible and try to get you to buy a flight much more expensive.Their hard barging on the phone can get some people confused to agree to pay much more. I had a terrible experience with their hard bargaining sales team. I will never ever use Crystal Travel again. They should be investigated ⚠️"
"Tania Sanchez","It was very handy to have someone to look for my flight options and give me a good deal. Thanks Aron for your help!","excellent","Eighteen April Two-thousand-twenty-four","It was very handy to have"
"Anthony Louis","Jerry was very helpful with the…","excellent","Eighteen April Two-thousand-twenty-four","Jerry was very helpful with the bookings and Alice was very help full with the management of the booking"
"customer Julie k","I’d like to say this service has been…","excellent","Eighteen April Two-thousand-twenty-four","I’d like to say this service has been great & want to say thank you too Nick Jonas very good customer service was polite had patience and kept me aware of everything I needed to know. I’d be definitely using this travel agency again!"
"Ernan Narito","Very helpful and good customer service, thanks JOSE.","excellent","Eighteen April Two-thousand-twenty-four","Had an horrible experience with e-dreams agency but thanks to Crystal Travel expecially Mr. David Brooks I, he was able to resolve the situation in less than 24 hours. I will referred Crystal Travel and David to my friend and family. I  had to travel for an emergency so it was even more stressful to me. Thank you again David"
"Antonella","Edream scam resolved","excellent","Eighteen April Two-thousand-twenty-four","Was great service and good deal. Used crystal travel in past as well. Always good service and good price.  Paul was very friendly and patience. He help me to fine good deal in reasonable price too. Thank you so much Paul."
"Samjana Thapa","Was great service and good deal","excellent","Eleven April Two-thousand-twenty-four","Very disappointed with Crystal travel services."
"Zaw Min Tun","Very disappointed with Crystal travel…","bad","Eighteen April Two-thousand-twenty-four","Great service by Nick"
"Ashley Da Cunha","Flights","good","Seventeen April Two-thousand-twenty-four","Really happy with the travel consultant Rebecca. Good customer service"
"Vishnu G nair","Really happy with the travel consultant…","excellent","Sixteen April Two-thousand-twenty-four","Excellent proactive customer service from Rebecca."
"Tony Hunt","Excellent proactive customer service…","excellent","Seventeen April Two-thousand-twenty-four","The team, (Elena Brown) was responsive to resolve my technical problem with respect to online booking. Gave a quick follow-up with the best available package flight deal and spent time talking me through the deal. - very professional."
"Dwight Miller","The team","good","Seventeen April Two-thousand-twenty-four","Excelent service.i will book again soon.thank you crystal travel."
"Jade","Excelent service.i will book again…","excellent","Sixteen April Two-thousand-twenty-four","Great service! Sofia was really helpful."
"Tania Bertholdi","Great service","excellent","Seventeen April Two-thousand-twenty-four","Great communication, direct and to the point with booking flights. Thank you Vanesa Brown."
"Manibharathi Periasamymanjula","Great and easy book","excellent","Seventeen April Two-thousand-twenty-four","STELLA Stevens WAS VERY HELPFULL AND ASIST ME WITH MY REQUESTED"
"AGNES ADEKEYE","STELLA Stevens WAS VERY HELPFULL AND…","excellent","Seventeen April Two-thousand-twenty-four",NA
"Elphin Jones","Great assistance thank you Rebecca.","good","Fifteen April Two-thousand-twenty-four","Great assistance thank you Rebecca."
"Dina Klumbys","Great service, very helpful","excellent","Seventeen April Two-thousand-twenty-four","I booked the flights to Bangkok and made a payment. But all the booking disappeared from the screen. I couldn't find my booking anywhere. Money were gone from my account. I was really panicking. Not long after I received a call from Crystal travel and Ryan Smith explained that it was technical issue, he was very sorry about it, and sent my flight confirmation."
"Lynne Kovacs","I made my booking online after a couple…","excellent","Sixteen April Two-thousand-twenty-four","I made my booking online after a couple of attempts due to timing out. But managed to book it in the end. Thanks to Rebecca for the call and swift action to my query."
"Eternal Bliz","Good customer service","excellent","Sixteen April Two-thousand-twenty-four","Good customer service"
"Jane","Good customer service from Marco","excellent","Thirteen April Two-thousand-twenty-four","First made an online transaction on crystal travel website but didn't receive any confirmation email due to website timeout. Subsequently I made another booking straight away. Marco noticed this and called me immediately to explain the issue and issued a refund for me. Very happy with the service!"
